run_name,SA,SA_init,SA_update_factor,activations,elapsed_time_s,final_loss,fourier_features,initialization,iterations_per_sec,l2_relative_error,lr,lr_decay,mean_pde_residual,mlp_type,n_domain,n_fourier_features,n_hidden,n_iter,net_type,num_domain,pde_coefficient,rank,seed,sigma
stilted-sweep-130,True,constant,-1,sin,278.4942800998688,0.0006793339271098375,True,Glorot normal,287.25904162667825,0.0008739751857955998,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.001524282619357109,mlp,22500,64,3,80000,SPINN,22500,0.001,32,1,10
still-sweep-131,True,constant,-1,sin,242.90671133995056,0.0009649963467381896,True,Glorot normal,329.3445436673799,0.0049063092204476005,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0017382834339514377,mlp,22500,64,3,80000,SPINN,22500,0.001,32,2,10
swept-sweep-132,True,constant,-1,sin,219.4035575389862,0.00046041369205340743,True,Glorot normal,364.62489896402275,0.0010256619758241669,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.001261771423742175,mlp,22500,64,3,80000,SPINN,22500,0.001,32,3,10
prime-sweep-133,True,constant,-1,sin,228.1827647686005,0.001177641679532826,True,Glorot normal,350.5961551527688,0.0013376391050259032,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0016806762432679534,mlp,22500,64,3,80000,SPINN,22500,0.001,64,0,10
stoic-sweep-134,True,constant,-1,sin,301.8050148487091,0.0003954990825150162,True,Glorot normal,265.0718048542134,0.002239940835405778,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0011805848916992543,mlp,22500,64,3,80000,SPINN,22500,0.001,64,1,10
vocal-sweep-135,True,constant,-1,sin,207.419410943985,0.0007131319725885987,True,Glorot normal,385.69196410264874,0.0024171078124176973,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0015451686922460794,mlp,22500,64,3,80000,SPINN,22500,0.001,64,2,10
astral-sweep-136,True,constant,-1,sin,198.35423946380615,0.0006574060535058379,True,Glorot normal,403.31883107846386,0.0025210926291925587,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0014339101035147903,mlp,22500,64,3,80000,SPINN,22500,0.001,64,3,10
dainty-sweep-137,True,constant,-1,sin,201.08885383605957,0.0005026203580200672,True,Glorot normal,397.83408415675336,0.0017905179122907249,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.00130416511092335,mlp,22500,128,3,80000,SPINN,22500,0.001,32,0,10
helpful-sweep-138,True,constant,-1,sin,262.15151619911194,0.0003232501039747149,True,Glorot normal,305.1670314934879,0.0012552732590008218,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0010728955967351794,mlp,22500,128,3,80000,SPINN,22500,0.001,32,1,10
whole-sweep-139,True,constant,-1,sin,211.802476644516,0.00027134385891258717,True,Glorot normal,377.71040861939497,0.000948330684652886,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0011899525998160243,mlp,22500,128,3,80000,SPINN,22500,0.001,32,2,10
dainty-sweep-140,True,constant,-1,sin,211.35821723937988,0.0004817632143385708,True,Glorot normal,378.5043280782109,0.0027590220724145057,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.001391784870065749,mlp,22500,128,3,80000,SPINN,22500,0.001,32,3,10
clear-sweep-141,True,constant,-1,sin,224.76320004463196,0.0003542230115272105,True,Glorot normal,355.93015219624095,0.0007300730850411297,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0013595230411738155,mlp,22500,128,3,80000,SPINN,22500,0.001,64,0,10
radiant-sweep-142,True,constant,-1,sin,200.52889156341553,0.0003125721123069525,True,Glorot normal,398.9450067582939,0.0016776688825715534,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0010932061122730374,mlp,22500,128,3,80000,SPINN,22500,0.001,64,1,10
robust-sweep-143,True,constant,-1,sin,216.49743270874023,0.0006446416955441236,True,Glorot normal,369.5193933667847,0.0019113510244106117,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0017444172408431768,mlp,22500,128,3,80000,SPINN,22500,0.001,64,2,10
trim-sweep-144,True,constant,-1,sin,212.16619729995728,0.0004327880451455712,True,Glorot normal,377.0628922895632,0.0031263952229699816,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0014526182785630226,mlp,22500,128,3,80000,SPINN,22500,0.001,64,3,10
peach-sweep-145,True,constant,-1,sin,203.5333788394928,0.0016272542998194697,True,Glorot normal,393.055922601709,0.004325484406833186,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0018689645221456883,mlp,40000,64,3,80000,SPINN,22500,0.001,32,0,10
fast-sweep-146,True,constant,-1,sin,207.6817171573639,0.0006793339271098375,True,Glorot normal,385.204827343481,0.0008739751857955998,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.001524282619357109,mlp,40000,64,3,80000,SPINN,22500,0.001,32,1,10
golden-sweep-147,True,constant,-1,sin,253.2265179157257,0.0009649963467381896,True,Glorot normal,315.92267926151465,0.0049063092204476005,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0017382834339514377,mlp,40000,64,3,80000,SPINN,22500,0.001,32,2,10
quiet-sweep-148,True,constant,-1,sin,268.69590735435486,0.00046041369205340743,True,Glorot normal,297.7343450732072,0.0010256619758241669,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.001261771423742175,mlp,40000,64,3,80000,SPINN,22500,0.001,32,3,10
